no;block_unique;block;block.pair;cz;population;isoline;treatment;temperature;repr.type;sum;propN_start;propN_F1;fitness;anc_pop
353;II.II_K54_Iz8;II.II;II;II;K54;Iz8;ev20;20C;FOG;423;0.595166163;0.349881797;-0.245284366;II.II_ancFOG8_Iz8
354;II.I_K54_Iz8;II.I;II;I;K54;Iz8;ev20;20C;FOG;507;0.578703704;0.351084813;-0.227618891;II.I_ancFOG8_Iz8
355;II.I_K54_Iz8;II.I;II;I;K54;Iz8;ev20;20C;FOG;622;0.578703704;0.36977492;-0.208928784;II.I_ancFOG8_Iz8
356;II.II_K54_Iz8;II.II;II;II;K54;Iz8;ev20;20C;FOG;973;0.595166163;0.412127441;-0.183038722;II.II_ancFOG8_Iz8
357;II.II_K54_Iz8;II.II;II;II;K54;Iz8;ev20;20C;FOG;518;0.595166163;0.418918919;-0.176247244;II.II_ancFOG8_Iz8
358;II.I_K54_Iz8;II.I;II;I;K54;Iz8;ev20;20C;FOG;1008;0.578703704;0.426587302;-0.152116402;II.I_ancFOG8_Iz8
359;II.II_K54_Iz8;II.II;II;II;K54;Iz8;ev20;20C;FOG;1526;0.595166163;0.437090433;-0.158075731;II.II_ancFOG8_Iz8
360;II.I_K54_Iz8;II.I;II;I;K54;Iz8;ev20;20C;FOG;927;0.578703704;0.441208198;-0.137495505;II.I_ancFOG8_Iz8
361;II.I_K57_Iz8;II.I;II;I;K57;Iz8;ev20;20C;WT;801;0.623987034;0.564294632;-0.059692402;II.I_ancWT8_Iz8
362;II.I_K57_Iz8;II.I;II;I;K57;Iz8;ev20;20C;WT;925;0.623987034;0.578378378;-0.045608656;II.I_ancWT8_Iz8
363;II.I_K57_Iz8;II.I;II;I;K57;Iz8;ev20;20C;WT;809;0.623987034;0.588380717;-0.035606317;II.I_ancWT8_Iz8
364;II.I_K57_Iz8;II.I;II;I;K57;Iz8;ev20;20C;WT;784;0.623987034;0.602040816;-0.021946218;II.I_ancWT8_Iz8
365;II.II_K57_Iz8;II.II;II;II;K57;Iz8;ev20;20C;WT;934;0.738461538;0.827623126;0.089161588;II.II_ancWT8_Iz8
366;II.II_K57_Iz8;II.II;II;II;K57;Iz8;ev20;20C;WT;794;0.738461538;0.828715365;0.090253827;II.II_ancWT8_Iz8
367;II.II_K57_Iz8;II.II;II;II;K57;Iz8;ev20;20C;WT;1094;0.738461538;0.857404022;0.118942483;II.II_ancWT8_Iz8
368;II.II_K57_Iz8;II.II;II;II;K57;Iz8;ev20;20C;WT;926;0.738461538;0.859611231;0.121149693;II.II_ancWT8_Iz8
369;I.I_K60_Iz6;I.I;I;I;K60;Iz6;ev20;20C;FOG;257;0.515804598;0.256809339;-0.258995259;I.I_ancFOG6_Iz6
370;I.II_K60_Iz6;I.II;I;II;K60;Iz6;ev20;20C;FOG;943;0.49894958;0.270413574;-0.228536006;I.II_ancFOG6_Iz6
371;I.II_K60_Iz6;I.II;I;II;K60;Iz6;ev20;20C;FOG;872;0.49894958;0.285550459;-0.213399121;I.II_ancFOG6_Iz6
372;I.II_K60_Iz6;I.II;I;II;K60;Iz6;ev20;20C;FOG;697;0.49894958;0.308464849;-0.19048473;I.II_ancFOG6_Iz6
373;I.I_K60_Iz6;I.I;I;I;K60;Iz6;ev20;20C;FOG;423;0.515804598;0.309692671;-0.206111926;I.I_ancFOG6_Iz6
374;I.II_K60_Iz6;I.II;I;II;K60;Iz6;ev20;20C;FOG;270;0.49894958;0.314814815;-0.184134765;I.II_ancFOG6_Iz6
375;I.I_K60_Iz6;I.I;I;I;K60;Iz6;ev20;20C;FOG;429;0.515804598;0.396270396;-0.119534201;I.I_ancFOG6_Iz6
376;I.I_K60_Iz6;I.I;I;I;K60;Iz6;ev20;20C;FOG;847;0.515804598;0.422668241;-0.093136357;I.I_ancFOG6_Iz6
377;IV.II_K60_Iz6;IV.II;IV;II;K60;Iz6;ev20;20C;FOG;181;0.719008264;0.486187845;-0.232820419;IV.II_ancFOG6_Iz6
378;IV.II_K60_Iz6;IV.II;IV;II;K60;Iz6;ev20;20C;FOG;158;0.719008264;0.487341772;-0.231666492;IV.II_ancFOG6_Iz6
379;IV.II_K60_Iz6;IV.II;IV;II;K60;Iz6;ev20;20C;FOG;295;0.719008264;0.545762712;-0.173245553;IV.II_ancFOG6_Iz6
380;IV.I_K60_Iz6;IV.I;IV;I;K60;Iz6;ev20;20C;FOG;185;0.683774834;0.545945946;-0.137828888;IV.I_ancFOG6_Iz6
381;IV.I_K60_Iz6;IV.I;IV;I;K60;Iz6;ev20;20C;FOG;401;0.683774834;0.55361596;-0.130158874;IV.I_ancFOG6_Iz6
382;IV.I_K60_Iz6;IV.I;IV;I;K60;Iz6;ev20;20C;FOG;558;0.683774834;0.625448029;-0.058326806;IV.I_ancFOG6_Iz6
383;IV.I_K60_Iz6;IV.I;IV;I;K60;Iz6;ev20;20C;FOG;137;0.683774834;0.642335766;-0.041439068;IV.I_ancFOG6_Iz6
384;IV.II_K60_Iz6;IV.II;IV;II;K60;Iz6;ev20;20C;FOG;541;0.719008264;0.661737523;-0.057270741;IV.II_ancFOG6_Iz6
